tweet,user,date_time,replies,retweets,views,country,sentiment
russian telegram russia depressing shithole every fifth russian takes antidepressants experts explain long term stress economic instability increase burden mental health population tsar putin control surprising,@Beefeater_Fella,Apr 2,2,19,868,IT,low
become sick disabled stuck solution cannot study cannot work cannot earn money die stuck panic afraid scared drives crazy fight eventually time small chance drugs work,@alexandrer81988,Apr 3,,,30,IT,moderate
transparent know much around bit spiraled completely ended call icide hotline supposed admit night idk long actually stay,@nihilisticrythm,6h,2,,161,IT,moderate
kayo rin ba minsan even energy certain things around people anymore point life something feels like draining fighting peace mind happiness dealing,@arkcarlly,Mar 8,9,180,25K,IT,low
reminder philippines already ra known mental health law everyone read know reminder suicide never joke mental health taken seriously use platforms wisely suicideisnotajoke,@giasison,"Jan 8, 2020",28,4.8K,,IT,low
could easily died last night slept days trying get yt video point accidently got hands adderall cut meth overdosed let obsession success kill another thing ambulance came,@ShaneStoffer,"Nov 28, 2024",1.8K,1K,3.4M,IT,high
also went worst withdrawal week like nothing ever experienced sweating shaking feeling like electrocuted every time fall asleep sleeping eating crippling anxiety shame guilt crying every mins,@bellast4rving,Mar 30,4,,262,IT,moderate
update basically pov days vietnam voice gone body ache fever still move feel cold sweaty energy even watch netflix much better use phone taking medicine sleep,@tyongeee,"Feb 21, 2023",55,6,33K,IT,high
im gonna fucking slit throat im oversetimulsted rn im gonna die nothing feels right everything feels wrong much going im tweaking fuckingbad jnneedto die ned die,@des0lation_row,Apr 4,,1,97,IT,high
quiet last weeks lowest point life ever broken understatement right seen state doctors hse left accident many years ago would shocked,@IrelandWarriors,"May 15, 2024",55,80,116K,IT,low
fact people luxembourg living bipolar life acting like thing time get real mental health feeling sad dramatic brain body need healthcare bestie help exists,@svnee,Apr 1,2,,343,IT,low
really want get better recover really hard systems programs place help people like refuse help job centre help shaw trust help recovery college help cmht help,@satansendmeacig,Apr 1,,,38,IT,moderate
please share awareness know need help uk version suicide rape assault depression adhd helpline trauma line mental health line,@6jjayllenn,"Jul 6, 2020",,340,,IT,low
despair please reach available help derry lifeline ni hurt addiction recovery northland addiction zest self harm,@AddictionDerry,Apr 3,,1,102,IT,moderate
contemplating taking dads pistol shooting thought state months paralyzing loneliness crushing never wanted end like,@Italofiend,23m,,1,34,IT,low
woulda hope die already ten fucking years fucking insomnia honestly debate unaliving everyday everyday headache tired fucking sleep hours fuck supposed live like,@almaperdida214,Apr 2,,,28,IT,moderate
hate stressful dreams filled adrenaline crazy situations finally wake drained tired need sleep five hours makes depressed,@idlostmyhead,Apr 4,,,26,IT,moderate
actually miserable right cannot see outcome anything try ending well point today rather die get,@Cercropiashr00m,Mar 31,,,35,IT,high
feel like screaming void like day two stuck year almost two nothing changing every day damn routine thing changes suffering gets worse,@zhal80,"Nov 26, 2024",29,209,14K,IT,high
cant function properly heart racing fast shaking feel nauseous feel like passing,@xiezophrenic,Apr 4,,,24,IT,high
midnight vent becoming increasingly harder try manage life without antidepressants passing day anxiety gets better sobriety makes harder cope keep trying conquer anxiety pure spite kick ass,@songtakii,Apr 1,,,154,IT,high
feel fucking sick paranoid want kill cant deal like,@R4INC4NDYU,"Oct 30, 2024",9,408,30K,IT,high
feel like daze afraid make plans go anywhere feeling urgency everyday life worried happen next,@Jerilyn5137,Mar 28,25,9,13K,IT,moderate
makes even worse day ive literall en rjy cant get steps burn im tired enerjy yet couldnt sleep atall couldove avoided could sleep im going insane,@theorex1a,Apr 4,,,46,IT,moderate
sleep pain everything hurts back killing feel like shit,@thisdisorder,Apr 2,,1,75,IT,high
feeling sad difficulty sleeping night tearful difficulty concentrating poor appetite feeling suicidal even intention taking life serious get help immediately,@KNeferhetep,"Oct 15, 2020",7,71,,IT,high
bunch alcohol kitchen rapidly losing shit sat alone going wake partner talk get sorted addiction battled matter,@street_trashed,"Dec 14, 2024",80,8,12K,IT,high
today tried rest sleep helped could cry would lie floor cry work supposed appointment psychotherapist today rescheduled think going end hospital,@SupKR_7,"Dec 5, 2024",4,28,4.5K,IT,high
fatique pyrosis sore throat cold done unbelievable tired could sleep mom daughter mom sick need take care kids mum dog want sleep,@Julii1438,Apr 4,,1,578,IT,high
overdose outreach teams oot regina saskatoon connect w individuals recently experienced overdose provide short term counselling connect longer term support anyone refer person oot,@SaskHealth,Apr 5,,3,1.1K,IT,low
make permanent decision temporary problem long ago even breaking point gun head found hope think family loved ones matter bleak things promise get,@BrandonCopicWx,Mar 20,9,15,85K,IT,low
overdosed nobody knows half shi going say call people check peope never know going,@coi_leray,"Nov 28, 2019",4,109,,IT,high
response last retweet state colorado someone overdosing anything call legally cannot get trouble person overdosing anyone else protected even lot drugs possession fucking call,@peachtourmaline,"Jul 28, 2021",3,127,,IT,low
government failure implement humane drug policies causing preventable deaths custody people experiencing substance use disorders legal right medical care existing drug laws yet routinely denied life saving detoxification services,@meedhoosoba,15h,,9,1.6K,IT,high
friends feel like counting last days went doctor today tried find much pain heart feels like explode could find answer means cannot help every day feel die,@Abdullah_Om3r03,"Dec 19, 2024",129,1.8K,303K,IT,low
surviving painkillers day middle night wake take another pill calm u think care whether u live die really,@ankitamahajan01,Apr 4,,,35,IT,low
medicine takes lot tired extremely exhausted able enjoy anything till exams mostly state panic days regular palpitations tired,@leemlahmaikano,Apr 1,2,4,800,IT,high
feel anon severe anxiety years tapi sekarang dah okay things solve issue journaling sleep seeing counselor rm hour taking magnesium glycinate pls consult doctor,@eddthinksdesign,"Feb 13, 2023",4,174,43K,IT,low
sleep took pills earlier today making hyperactive distracts pain thumb sucks dealing negative thoughts keep stressing future giving anxiety,@Mews,"Mar 23, 2019",42,15,,IT,low
every day first hour two getting bed torture forcing things like eat take pills cause reasonable thing knowing pass also go tomorrow next day next,@rainbowjanelane,Apr 4,1,,113,IT,low
babies spend day sleeping ok sleep hours wake minutes eat anything take random pill bathroom floor thn go back sleep showing symptoms clinical depression like double standards r real,@INDIEWASHERE,"Jan 8, 2018",11,3.9K,,IT,low
ah figured prescription taking giving insomnia making irritable super depressed good news know maybe brain broken little know certain,@Egocider,"Feb 26, 2022",31,104,,IT,moderate
exhausted every single medication negative side effects much made nauseous eat others made depressed function,@ambessasabs,48m,,,21,IT,high
think going try sleep rubbish day im scared wake tommorow meds caused hallucinations wake tmrw another hallucination idk im going keep taking meds feel worth idk,@sunonarainyday_,2h,,,15,IT,low
first time life able sleep well never really issues sleeping last days miserable wake times night wake super early exhausted wish could clear mind things bothering,@JoblessGarrett,"Jan 9, 2020",34,16,,IT,low
starting struggle severe insomnia th night without wink sleep literally losing mind feel delirious disoriented lol mom getting insomniac,@ZeSudan,"Mar 24, 2024",10,115,11K,IT,high
cant sleep nervous excited time feels like low blood sugar,@iUkuleleGirl,Apr 4,,,168,IT,moderate
understand going lately days suffering insomnia really badly stay awake whole night go bed morning sleep come already going week,@Blispeace,22h,2,,188,IT,moderate
shit messes head home know bed lazy suicide watch days pass hoping die,@drugsfriendd,"Oct 28, 2021",5,4,,IT,high
hands shaking feel sick talk properly getting harder harder words make sense price pay trying better take medication make blank,@vi0letvi0lenc3,Mar 31,,,48,IT,high
sleeping pills antidepressants taken temporarily suppress symptoms curative effect rely medication treat gradually get worse,@yonakikko,Apr 4,,,27,IT,high
wanna sleep cuz took two pills emotions stable worried,@PissMegami,18h,1,,47,IT,moderate
feeling sad anything specific think ngl despite bad side effects body thinking trying get back anti depressants wanna cry also feel numb honestly take brutal fucking rn feel something,@Yoru_Alt,Mar 31,1,,173,IT,high
fuck everything nothing working shitty problems driving panic breakdowns fuck gonna pop pills hope wake,@emocyberg,Mar 31,1,,92,IT,low
skippinh antipsychotics agakn aswell mood stabilizers second get refilled attempt overdose life sucks bro,@inscrutablehope,Mar 31,,,33,IT,high
done control even mind stopping meds matter parents decide felt like months listen tell spend time awake wishing,@Delicatenigma,Mar 30,,,56,IT,low
fact wide awake night crazy took meds already still sleep kurang kah dosisnya,@rosiepetalics,Apr 4,1,,53,IT,low
wanna b awake l constantly sipping sleep cause dreams opps keep catching slipping man wtfgo ion kno im feeling,@EskiibigFr,Apr 3,,,235,IT,low
waking havent able fall back sleep consistently like two weeks sleep deprived still cannot sleep,@itsjeaniebeanie,15h,1,,129,IT,low
took sleeping pill around pm hate long slept still fully awake feel like zombie,@espressopearls,Apr 2,,,90,IT,high
actually almost killed last night like almost took whole bottle pills,@Ijustletmesleep,Apr 1,,,26,IT,high
dont want go school want lay bed cry want kill,@vynillapup,Apr 1,,,62,IT,moderate
woke feeling sad life everyone vietnam beautiful april felt way,@anniedo486,Apr 3,,,22,IT,low
crashing tired body failing everything supposed always sick always sore always something wrong meds meds meds,@demenishki,"Sep 22, 2024",28,14,34K,IT,high
sleep took melatonin first time like years took ambien drank nyquil legs wanna run fucking marathon brain playing song repeat know fucking words skin hurts tortured,@ALetsGoooo,Mar 31,,,41,IT,low
antidepressants anti anxiety pills since july stopped taking pills thought feeling better severe need therapy medication postponing everything ends dm today reminded mental health,@Hind_Gaza,"Jan 31, 2024",322,5.5K,479K,IT,low
anxiety nausea anxiety shaky hands anxiety headaches anxiety able eat one meal day anxiety insomnia anxiety shortness breath tired,@eyysalii,"Nov 16, 2021",4,97,,IT,high
feeling sober able sleep well living hell earth mental illness sucks depression sucks hope never ever experience teamnosleep nightwalker depression mentalhealth mentalillness insomnia stress trauma,@maickel1979,34m,2,,32,IT,moderate
fed tired feeling like crap physically mentally tired time rest properly since weeks tired always stressed fucking limit,@Berry_Babie_,Apr 1,5,,410,IT,high
taking anti depressants feel better reason feel worse makes want relapse sh feel tired lost emotions feels like im floating,@strawbrryangeI,Apr 2,,,50,IT,high
tired state country waited years adhd diagnosis nhs england abolished along right choose waited nothing adhd crippling disability wish worst enemy need help none coming,@PoeticJustice23,Apr 3,,,45,IT,moderate
